LEGAL_NAME,DOT_NUMBER,POWER_UNITS,FLEETSIZE,TOTAL_DRIVERS,PHY_CITY,PHY_STATE,PHY_STREET,PHY_ZIP,PHONE,EMAIL_ADDRESS,PRIMARY_SOURCE,WEBSITE,LINKEDIN,STATUS,NOTES
RAAF LOGISTICS LLC,3131930,57,O,100,LAREDO,TX,8412 AMPARAN RD,78045,9567744001,rodolfo@raaflogistics.com,,,,,
BEE-LINE TRANSPORTATION INC,598623,57,O,57,HOUSTON,TX,8805 FAIRBANKS N HOUSTON RD,77064,2818975697,PATRICKM@BEELINEIT.COM,,,,,
TIERRA LEASE SERVICE LLC,1471812,57,O,46,KENEDY,TX,311 S SUNSET STRIP,78119,8305833717,ghorne@tierraleaseservice.com,,,,,
OSCAR RENDA CONTRACTING INC,1421955,56,O,13,GRAPEVINE,TX,1100 KUBOTA DRIVE,76051,8172934263,qburgess@southlandholdings.com,,,,,
MAX E GREENSLADE,1890065,56,O,28,CLEBURNE,TX,1229 CR 700,76031,8174873527,BANDBG@YAHOO.COM,,,,,
E P EXPEDITED TRANSPORT LLC,2379200,56,O,45,LAREDO,TX,16464 US HWY 83 N,78045,9563372126,OPERATIONS@epEXPEDITED.COM,,,,,
TEGA TRANSPORT LLC,3223654,56,O,47,STAFFORD,TX,13833 STAFFORD POINT DR,77477,2819698019,JHONNATANROLDAN@ADRMGMT.COM,,,,,
A&R TRANSPORTATION LLC,3213879,56,O,62,EL PASO,TX,2332 TIERRA FABIAN PL,79938,,arredondotrucking27@gmail.com,,,,,
VERIZON SERVICES CORP,274919,56,O,130,IRVING,TX,700 HIDDEN RIDGE MC HQW0BH50,75038,9724575716,sonya.schroeder@verizon.com,,,,,
BRAVE SERVICES INC,3112456,56,O,76,ANDREWS,TX,1465 US HIGHWAY 385,79714-6725,4323554001,FCOUCH@BRAVESERVICESINC.COM,,,,,
IGA INTERNATIONAL FREIGHT LINE INC,2944050,56,O,80,LAREDO,TX,269 SULFUR MINE RD,78045,9567257303,IGAINTERNATIONAL17@GMAIL.COM,,,,,
NATION'S BEST HOLDINGS LLC,3686127,56,O,52,DALLAS,TX,5151 BELTLINE RD SUITE 250,75254,9038803581,DGROOM@NATIONSBEST.NET,,,,,
MULLEN-TELLES INC,527011,56,O,56,EL PASO,TX,12290 ROJAS DRIVE,79936,9158595767,JESUS@MTIREADYMIX.COM,,,,,
CONTINENTAL TANK LINES LLC,2536922,56,O,56,BROWNSVILLE,TX,4855 MAR ST,78521,9564083145,SAFETY@CTLINES.NET,,,,,
WACO TOWING LLC,2827052,56,O,21,WACO,TX,5524 SOUTH UNIVERSITY PARKS,76706,2547538404,WACOTOW@YAHOO.COM,,,,,
A H BECK FOUNDATION CO INC,975907,56,O,31,CONVERSE,TX,9014 GREEN ROAD,78109,2103425261,,,,,,
INTERSTATE RESTORATION LLC,1221339,56,O,220,FORT WORTH,TX,3401 QUORUM DR SUITE 300,76137,6825608398,Barbara.lester@firstonsite.com,,,,,
